CityName,CityPopulation,CountryName,Continent,Region,LandMass,IndepYear,CountryPopulation,LifeExpectancy,GNP,GovernmentForm,HeadOfState,Capital,Language,Percentage
Ligao,90603,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Pilipino,29.3
Quezon,2173831,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Manila,1581082,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Kalookan,1177604,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Davao,1147116,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Cebu,718821,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Zamboanga,601794,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Pasig,505058,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Valenzuela,485433,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Las Piñas,472780,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Antipolo,470866,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Taguig,467375,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Cagayan de Oro,461877,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Parañaque,449811,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Makati,444867,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Bacolod,429076,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
General Santos,411822,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Marikina,391170,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Dasmariñas,379520,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Muntinlupa,379310,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Iloilo,365820,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Pasay,354908,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Malabon,338855,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San José del Monte,315807,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Bacoor,305699,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Iligan,285061,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Calamba,281146,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Mandaluyong,278474,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Butuan,267279,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Angeles,263971,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Tarlac,262481,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Mandaue,259728,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Baguio,252386,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Batangas,247588,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Cainta,242511,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San Pedro,231403,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Navotas,230403,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Cabanatuan,222859,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San Fernando,221857,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Lipa,218447,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Lapu-Lapu,217019,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San Pablo,207927,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Biñan,201186,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Taytay,198183,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Lucena,196075,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Imus,195482,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Olongapo,194260,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Binangonan,187691,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Santa Rosa,185633,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Tagum,179531,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Tacloban,178639,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Malolos,175291,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Mabalacat,171045,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Cotabato,163849,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Meycauayan,163037,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Puerto Princesa,161912,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Legazpi,157010,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Silang,156137,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Ormoc,154297,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San Carlos,154264,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Kabankalan,149769,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Talisay,148110,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Valencia,147924,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Calbayog,147187,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Santa Maria,144282,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Pagadian,142515,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Cadiz,141954,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Bago,141721,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Toledo,141174,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Naga,137810,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San Mateo,135603,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Panabo,133950,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Koronadal,133786,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Marawi,131090,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Dagupan,130328,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Sagay,129765,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Roxas,126352,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Lubao,125699,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Digos,125171,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San Miguel,123824,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Malaybalay,123672,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Tuguegarao,120645,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Ilagan,119990,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Baliuag,119675,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Surigao,118534,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San Carlos,118259,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San Juan del Monte,117680,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Tanauan,117539,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Concepcion,115171,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Rodriguez (Montalban),115167,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Sariaya,114568,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Malasiqui,113190,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
General Mariano Alvarez,112446,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Urdaneta,111582,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Hagonoy,111425,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San Jose,111009,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Polomolok,110709,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Santiago,110531,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Tanza,110517,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Ozamis,110420,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Mexico,109481,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San Jose,108254,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Silay,107722,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
General Trias,107691,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Tabaco,107166,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Cabuyao,106630,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Calapan,105910,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Mati,105908,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Midsayap,105760,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Cauayan,103952,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Gingoog,102379,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Dumaguete,102265,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
San Fernando,102082,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Arayat,101792,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Bayawan (Tulong),101391,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Kidapawan,101205,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Daraga (Locsin),101031,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Marilao,101017,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Malita,100000,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Dipolog,99862,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Cavite,99367,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Danao,98781,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Bislig,97860,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Talavera,97329,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Guagua,96858,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Bayambang,96609,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Nasugbu,96113,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Baybay,95630,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Capas,95219,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Sultan Kudarat,94861,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Laoag,94466,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Bayugan,93623,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Malungon,93232,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Santa Cruz,92694,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Sorsogon,92512,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Candelaria,92429,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Ligao,90603,Philippines,Asia,Southeast Asia,300000,1946,75967000,67.5,65107,Republic,Gloria Macapagal-Arroyo,Manila,Waray-waray,3.8
Koror,12000,Palau,Oceania,Micronesia,459,1994,19000,68.6,105,Republic,Kuniwo Nakamura,Koror,Chinese,1.6
Koror,12000,Palau,Oceania,Micronesia,459,1994,19000,68.6,105,Republic,Kuniwo Nakamura,Koror,English,3.2
Koror,12000,Palau,Oceania,Micronesia,459,1994,19000,68.6,105,Republic,Kuniwo Nakamura,Koror,Palau,82.2
Koror,12000,Palau,Oceania,Micronesia,459,1994,19000,68.6,105,Republic,Kuniwo Nakamura,Koror,Philippene Languages,9.2
Port Moresby,247000,Papua New Guinea,Oceania,Melanesia,462840,1975,4807000,63.1,4988,Constitutional Monarchy,Elisabeth II,Port Moresby,Malenasian Languages,20
Port Moresby,247000,Papua New Guinea,Oceania,Melanesia,462840,1975,4807000,63.1,4988,Constitutional Monarchy,Elisabeth II,Port Moresby,Papuan Languages,78.1
Warszawa,1615369,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Lódz,800110,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Kraków,738150,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Wroclaw,636765,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Poznan,576899,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Gdansk,458988,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Szczecin,416988,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Bydgoszcz,386855,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Lublin,356251,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Katowice,345934,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Bialystok,283937,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Czestochowa,257812,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Gdynia,253521,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Sosnowiec,244102,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Radom,232262,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Kielce,212383,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Gliwice,212164,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Torun,206158,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Bytom,205560,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Zabrze,200177,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Bielsko-Biala,180307,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Olsztyn,170904,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Rzeszów,162049,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Ruda Slaska,159665,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Rybnik,144582,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Walbrzych,136923,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Tychy,133178,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Dabrowa Górnicza,131037,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Plock,131011,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Elblag,129782,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Opole,129553,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Gorzów Wielkopolski,126019,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Wloclawek,123373,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Chorzów,121708,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Tarnów,121494,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Zielona Góra,118182,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
Koszalin,112375,Poland,Europe,Eastern Europe,323250,1918,38653600,73.2,151697,Republic,Aleksander Kwasniewski,Warszawa,Belorussian,0.5
